u11,u21,u12,u22,theta(2),alpha(2),beta(2)
1,4,5,6,"(-0.394791,0)","(0.197396,1.62905)","(-0.588003,1.97562)"
2,1,2,2,"(-1.5708,0)","(0.785398,1.03972)","(-0.463648,0.804719)"
2,0,0,1,"(-3.14159,0)","(1.5708,0.693147)","(0,0)"
5.5,3,0.5,1.5,"(-2.96027,0)","(1.48014,1.70886)","(-1.10715,1.21018)"
4,6,6,6,"(-1.17601,0)","(0.588003,1.97562)","(-0.785398,2.13833)"
4,5,0.5,0,"(-2.89288,0)","(1.44644,1.39405)","(-1.5708,1.60944)"
2.5,0.5,0,5,"(-3.14159,0)","(1.5708,0.916291)","(-0.0996687,1.61441)"
1.5,6,6,4.5,"(-0.489957,0)","(0.244979,1.82207)","(-0.927295,2.0149)"
0.5,5.5,1,5,"(-0.927295,0)","(0.463648,0.111572)","(-0.832981,2.00593)"
3,0,3,3.5,"(-1.5708,0)","(0.785398,1.44519)","(0,1.25276)"
4,5.5,4.5,4,"(-1.45328,0)","(0.726642,1.79522)","(-0.942,1.91703)"
3,2,2,4,"(-1.96559,0)","(0.982794,1.28247)","(-0.463648,1.49787)"
1.5,6,6,1.5,"(-0.489957,0)","(0.244979,1.82207)","(-1.32582,1.82207)"
1.5,6,6,1,"(-0.489957,0)","(0.244979,1.82207)","(-1.40565,1.80546)"
0,3.5,2,0,"(0,0)","(0,0.693147)","(-1.5708,1.25276)"
0.5,2.5,4.5,3.5,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-0.620249,1.45889)"
1.5,0,2,5,"(-1.287,0)","(0.643501,0.916291)","(0,1.60944)"
1.5,6,6,0.5,"(-0.489957,0)","(0.244979,1.82207)","(-1.48766,1.79522)"
4,0.5,5.5,0,"(-1.25759,0)","(0.628796,1.91703)","(-1.5708,-0.693147)"
2,0.5,6,2.5,"(-0.643501,0)","(0.321751,1.84444)","(-0.197396,0.935901)"
2,1.5,0.5,1,"(-2.65164,0)","(1.32582,0.723459)","(-0.982794,0.589327)"
4,5,1.5,0,"(-2.42405,0)","(1.21203,1.45208)","(-1.5708,1.60944)"
0,2.5,3,1.5,"(0,0)","(0,1.09861)","(-1.03038,1.07003)"
3,0.5,0,3.5,"(-3.14159,0)","(1.5708,1.09861)","(-0.141897,1.26286)"
1.5,6,4,1.5,"(-0.717541,0)","(0.358771,1.45208)","(-1.32582,1.82207)"
1.5,6,5.5,2.5,"(-0.532504,0)","(0.266252,1.74062)","(-1.17601,1.8718)"
3,4.5,3,2.5,"(-1.5708,0)","(0.785398,1.44519)","(-1.0637,1.63857)"
1.5,6,5.5,1.5,"(-0.532504,0)","(0.266252,1.74062)","(-1.32582,1.82207)"
2.5,6,1.5,3,"(-2.06075,0)","(1.03038,1.07003)","(-1.10715,1.90333)"
1.5,6,5,4.5,"(-0.582914,0)","(0.291457,1.65253)","(-0.927295,2.0149)"
6,1,3.5,2,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.463648,0.804719)"
3.5,2.5,0,6,"(-3.14159,0)","(1.5708,1.25276)","(-0.394791,1.8718)"
0,2.5,3,6,"(0,0)","(0,1.09861)","(-0.394791,1.8718)"
1.5,6,5,3.5,"(-0.582914,0)","(0.291457,1.65253)","(-1.04272,1.9382)"
6,0,2.5,5.5,"(-2.35201,0)","(1.17601,1.8718)","(0,1.70475)"
2,6,3.5,5.5,"(-1.03829,0)","(0.519146,1.39405)","(-0.828849,2.09672)"
1.5,6,5,2.5,"(-0.582914,0)","(0.291457,1.65253)","(-1.17601,1.8718)"
5.5,3.5,2.5,5,"(-2.28834,0)","(1.14417,1.79866)","(-0.610726,1.80883)"
1.5,6,5,1.5,"(-0.582914,0)","(0.291457,1.65253)","(-1.32582,1.82207)"
1.5,6,5,1,"(-0.582914,0)","(0.291457,1.65253)","(-1.40565,1.80546)"
0.5,2.5,0.5,2.5,"(-1.5708,0)","(0.785398,-0.346574)","(-0.785398,1.26286)"
5.5,0,3.5,0.5,"(-2.00813,0)","(1.00407,1.87475)","(-0,-0.693147)"
2,2,3.5,5,"(-1.03829,0)","(0.519146,1.39405)","(-0.380506,1.68365)"
2,1,6,5.5,"(-0.643501,0)","(0.321751,1.84444)","(-0.179853,1.72101)"
1.5,6,4.5,6,"(-0.643501,0)","(0.321751,1.55676)","(-0.785398,2.13833)"
2,4.5,2,1.5,"(-1.5708,0)","(0.785398,1.03972)","(-1.24905,1.55676)"
1.5,2,2,0,"(-1.287,0)","(0.643501,0.916291)","(-1.5708,0.693147)"
5,1.5,6,4,"(-1.38948,0)","(0.694738,2.05544)","(-0.358771,1.45208)"
1.5,6,4.5,5,"(-0.643501,0)","(0.321751,1.55676)","(-0.876058,2.05544)"
2.5,4.5,2.5,2.5,"(-1.5708,0)","(0.785398,1.26286)","(-1.0637,1.63857)"
1.5,5.5,4.5,5.5,"(-0.643501,0)","(0.321751,1.55676)","(-0.785398,2.05132)"
3,6,1,5,"(-2.49809,0)","(1.24905,1.15129)","(-0.876058,2.05544)"
1.5,6,4.5,4.5,"(-0.643501,0)","(0.321751,1.55676)","(-0.927295,2.0149)"
1.5,6,4.5,4,"(-0.643501,0)","(0.321751,1.55676)","(-0.982794,1.97562)"
0.5,4.5,6,1,"(-0.166282,0)","(0.0831412,1.79522)","(-1.35213,1.52818)"
1.5,6,4.5,3.5,"(-0.643501,0)","(0.321751,1.55676)","(-1.04272,1.9382)"
1.5,6,4.5,3,"(-0.643501,0)","(0.321751,1.55676)","(-1.10715,1.90333)"
1.5,6,4.5,2.5,"(-0.643501,0)","(0.321751,1.55676)","(-1.17601,1.8718)"
1.5,6,4.5,1.5,"(-0.643501,0)","(0.321751,1.55676)","(-1.32582,1.82207)"
1.5,3,0.5,5,"(-2.49809,0)","(1.24905,0.458145)","(-0.54042,1.76318)"
2.5,3,2.5,4,"(-1.5708,0)","(0.785398,1.26286)","(-0.643501,1.60944)"
0,3,1.5,6,"(0,0)","(0,0.405465)","(-0.463648,1.90333)"
2.5,2.5,2,4.5,"(-1.79211,-1.11022e-16)","(0.896055,1.16364)","(-0.507099,1.63857)"
1.5,6,4.5,0.5,"(-0.643501,0)","(0.321751,1.55676)","(-1.48766,1.79522)"
0.5,2,2.5,5,"(-0.394791,0)","(0.197396,0.935901)","(-0.380506,1.68365)"
3.5,4,4,0,"(-1.43766,0)","(0.71883,1.67055)","(-1.5708,1.38629)"
0.5,6,4.5,5,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-0.876058,2.05544)"
3.5,5.5,0,5.5,"(-3.14159,0)","(1.5708,1.25276)","(-0.785398,2.05132)"
2.5,4.5,6,2,"(-0.789582,0)","(0.394791,1.8718)","(-1.15257,1.59421)"
1.5,6,4,6,"(-0.717541,0)","(0.358771,1.45208)","(-0.785398,2.13833)"
1.5,6,4,5,"(-0.717541,0)","(0.358771,1.45208)","(-0.876058,2.05544)"
5,5.5,4,5.5,"(-1.79211,-1.11022e-16)","(0.896055,1.85679)","(-0.785398,2.05132)"
2.5,1,0,2.5,"(-3.14159,0)","(1.5708,0.916291)","(-0.380506,0.990501)"
6,5.5,3,0,"(-2.2143,0)","(1.10715,1.90333)","(-1.5708,1.70475)"
6,2,2,2.5,"(-2.49809,0)","(1.24905,1.84444)","(-0.674741,1.16364)"
1.5,6,4,3,"(-0.717541,0)","(0.358771,1.45208)","(-1.10715,1.90333)"
0,1.5,6,5.5,"(0,0)","(0,1.79176)","(-0.266252,1.74062)"
1,4,1,5.5,"(-1.5708,0)","(0.785398,0.346574)","(-0.628796,1.91703)"
1.5,6,4,2.5,"(-0.717541,0)","(0.358771,1.45208)","(-1.17601,1.8718)"
3,0.5,4.5,5,"(-1.17601,0)","(0.588003,1.68794)","(-0.0996687,1.61441)"
1,2.5,2.5,5.5,"(-0.761013,0)","(0.380506,0.990501)","(-0.426627,1.79866)"
1.5,6,4,1,"(-0.717541,0)","(0.358771,1.45208)","(-1.40565,1.80546)"
2,5.5,3.5,1.5,"(-1.03829,0)","(0.519146,1.39405)","(-1.30454,1.74062)"
5,6,2,1.5,"(-2.38058,0)","(1.19029,1.68365)","(-1.32582,1.82207)"
1.5,0.5,1,4,"(-1.96559,0)","(0.982794,0.589327)","(-0.124355,1.39405)"
2.5,5,5,3,"(-0.927295,0)","(0.463648,1.72101)","(-1.03038,1.76318)"
1.5,6,4,0,"(-0.717541,0)","(0.358771,1.45208)","(-1.5708,1.79176)"
2.5,4,0,4,"(-3.14159,0)","(1.5708,0.916291)","(-0.785398,1.73287)"
2,4,0.5,0,"(-2.65164,0)","(1.32582,0.723459)","(-1.5708,1.38629)"
2,3,2,0.5,"(-1.5708,0)","(0.785398,1.03972)","(-1.40565,1.11231)"
4,5,3.5,0.5,"(-1.70393,0)","(0.851966,1.67055)","(-1.47113,1.61441)"
2,0,0,4.5,"(-3.14159,0)","(1.5708,0.693147)","(0,1.50408)"
4,1,3,4.5,"(-1.85459,0)","(0.927295,1.60944)","(-0.218669,1.52818)"
1.5,6,3.5,4,"(-0.809784,0)","(0.404892,1.33707)","(-0.982794,1.97562)"
1.5,6,3.5,1.5,"(-0.809784,0)","(0.404892,1.33707)","(-1.32582,1.82207)"
5,0.5,1.5,5.5,"(-2.55868,0)","(1.27934,1.65253)","(-0.0906599,1.70886)"
4,1.5,3.5,2,"(-1.70393,0)","(0.851966,1.67055)","(-0.643501,0.916291)"
2,1.5,2,5,"(-1.5708,0)","(0.785398,1.03972)","(-0.291457,1.65253)"
1.5,6,3.5,1,"(-0.809784,0)","(0.404892,1.33707)","(-1.40565,1.80546)"
0.5,0,1.5,4,"(-0.643501,0)","(0.321751,0.458145)","(0,1.38629)"
1.5,6,3,6,"(-0.927295,0)","(0.463648,1.21018)","(-0.785398,2.13833)"
3,0.5,3.5,2.5,"(-1.41725,0)","(0.708626,1.52818)","(-0.197396,0.935901)"
2.5,2.5,5.5,5.5,"(-0.853255,0)","(0.426627,1.79866)","(-0.426627,1.79866)"
6,0.5,1.5,1,"(-2.65164,0)","(1.32582,1.82207)","(-0.463648,0.111572)"
0.5,5.5,4.5,6,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-0.741947,2.09672)"
0,5,4,2.5,"(0,0)","(0,1.38629)","(-1.10715,1.72101)"
5.5,0.5,0.5,3.5,"(-2.96027,0)","(1.48014,1.70886)","(-0.141897,1.26286)"
0,1.5,5,4.5,"(0,0)","(0,1.60944)","(-0.321751,1.55676)"
1.5,6,3,2.5,"(-0.927295,0)","(0.463648,1.21018)","(-1.17601,1.8718)"
1.5,6,3,1.5,"(-0.927295,0)","(0.463648,1.21018)","(-1.32582,1.82207)"
0.5,0,6,6,"(-0.166282,0)","(0.0831412,1.79522)","(0,1.79176)"
1.5,4,2.5,6,"(-1.08084,0)","(0.54042,1.07003)","(-0.588003,1.97562)"
2,4.5,3.5,1.5,"(-1.03829,0)","(0.519146,1.39405)","(-1.24905,1.55676)"
1.5,6,2.5,4,"(-1.08084,0)","(0.54042,1.07003)","(-0.982794,1.97562)"
1.5,6,2.5,3.5,"(-1.08084,0)","(0.54042,1.07003)","(-1.04272,1.9382)"
0,1,0,4.5,"(nan,nan)","(nan,-inf)","(-0.218669,1.52818)"
3,0.5,0.5,4,"(-2.8113,0)","(1.40565,1.11231)","(-0.124355,1.39405)"
2,2,5.5,2,"(-0.697542,-1.11022e-16)","(0.348771,1.76684)","(-0.785398,1.03972)"
4,2.5,3.5,0.5,"(-1.70393,0)","(0.851966,1.67055)","(-1.3734,0.935901)"
1,3.5,4.5,3,"(-0.437338,0)","(0.218669,1.52818)","(-0.86217,1.52818)"
1.5,2,5.5,2.5,"(-0.532504,0)","(0.266252,1.74062)","(-0.674741,1.16364)"
2,5.5,0.5,3.5,"(-2.65164,0)","(1.32582,0.723459)","(-1.00407,1.87475)"
1.5,6,2.5,2,"(-1.08084,0)","(0.54042,1.07003)","(-1.24905,1.84444)"
6,6,2,0,"(-2.49809,0)","(1.24905,1.84444)","(-1.5708,1.79176)"
3,6,5,5,"(-1.08084,0)","(0.54042,1.76318)","(-0.876058,2.05544)"
2,0.5,1,0.5,"(-2.2143,0)","(1.10715,0.804719)","(-0.785398,-0.346574)"
2.5,0.5,4.5,4,"(-1.0142,0)","(0.507099,1.63857)","(-0.124355,1.39405)"
3.5,4.5,3,2,"(-1.72434,0)","(0.86217,1.52818)","(-1.15257,1.59421)"
4.5,6,2,5.5,"(-2.30514,0)","(1.15257,1.59421)","(-0.828849,2.09672)"
1,2.5,5,1.5,"(-0.394791,0)","(0.197396,1.62905)","(-1.03038,1.07003)"
1.5,6,2.5,1,"(-1.08084,0)","(0.54042,1.07003)","(-1.40565,1.80546)"
5,5.5,0,5.5,"(-3.14159,0)","(1.5708,1.60944)","(-0.785398,2.05132)"
4.5,6,2.5,2,"(-2.1274,0)","(1.0637,1.63857)","(-1.24905,1.84444)"
6,2.5,4.5,0.5,"(-1.85459,0)","(0.927295,2.0149)","(-1.3734,0.935901)"
4,0.5,4.5,4,"(-1.45328,0)","(0.726642,1.79522)","(-0.124355,1.39405)"
2.5,0,2,4.5,"(-1.79211,-1.11022e-16)","(0.896055,1.16364)","(0,1.50408)"
1.5,6,2.5,0,"(-1.08084,0)","(0.54042,1.07003)","(-1.5708,1.79176)"
4,0.5,4.5,5,"(-1.45328,0)","(0.726642,1.79522)","(-0.0996687,1.61441)"
2,5,1,0,"(-2.2143,0)","(1.10715,0.804719)","(-1.5708,1.60944)"
1.5,1,4,3.5,"(-0.717541,0)","(0.358771,1.45208)","(-0.2783,1.292)"
1.5,6,2,6,"(-1.287,0)","(0.643501,0.916291)","(-0.785398,2.13833)"
1.5,6,2,5,"(-1.287,0)","(0.643501,0.916291)","(-0.876058,2.05544)"
3,6,0,2,"(-3.14159,0)","(1.5708,1.09861)","(-1.24905,1.84444)"
1.5,6,2,4.5,"(-1.287,0)","(0.643501,0.916291)","(-0.927295,2.0149)"
4,4,4.5,6,"(-1.45328,0)","(0.726642,1.79522)","(-0.588003,1.97562)"
1.5,4.5,3,1,"(-0.927295,0)","(0.463648,1.21018)","(-1.35213,1.52818)"
2,3.5,3,3.5,"(-1.17601,0)","(0.588003,1.28247)","(-0.785398,1.59934)"
1.5,6,2,1,"(-1.287,0)","(0.643501,0.916291)","(-1.40565,1.80546)"
2.5,3.5,2,2.5,"(-1.79211,-1.11022e-16)","(0.896055,1.16364)","(-0.950547,1.45889)"
4,1.5,4,3,"(-1.5708,0)","(0.785398,1.73287)","(-0.463648,1.21018)"
2,2.5,5.5,4.5,"(-0.697542,-1.11022e-16)","(0.348771,1.76684)","(-0.507099,1.63857)"
4,1.5,0.5,2,"(-2.89288,0)","(1.44644,1.39405)","(-0.643501,0.916291)"
0,0.5,2,4.5,"(0,0)","(0,0.693147)","(-0.110657,1.51021)"
1.5,6,1.5,5,"(-1.5708,0)","(0.785398,0.752039)","(-0.876058,2.05544)"
0.5,0,5.5,0.5,"(-0.18132,0)","(0.0906599,1.70886)","(-0,-0.693147)"
0.5,1,1,5.5,"(-0.927295,0)","(0.463648,0.111572)","(-0.179853,1.72101)"
1.5,6,1.5,4,"(-1.5708,0)","(0.785398,0.752039)","(-0.982794,1.97562)"
1.5,6,1.5,3.5,"(-1.5708,0)","(0.785398,0.752039)","(-1.04272,1.9382)"
6,2.5,1,5,"(-2.8113,0)","(1.40565,1.80546)","(-0.463648,1.72101)"
4,1,3.5,2,"(-1.70393,0)","(0.851966,1.67055)","(-0.463648,0.804719)"
2.5,0.5,1,1,"(-2.38058,0)","(1.19029,0.990501)","(-0.463648,0.111572)"
1,1.5,1,4.5,"(-1.5708,0)","(0.785398,0.346574)","(-0.321751,1.55676)"
1.5,6,1.5,3,"(-1.5708,0)","(0.785398,0.752039)","(-1.10715,1.90333)"
1,6,5,4.5,"(-0.394791,0)","(0.197396,1.62905)","(-0.927295,2.0149)"
5.5,4.5,0,0.5,"(-3.14159,0)","(1.5708,1.70475)","(-1.46014,1.51021)"
5,0,2.5,0,"(-2.2143,0)","(1.10715,1.72101)","(nan,-inf)"
6,2,0,0.5,"(-3.14159,0)","(1.5708,1.79176)","(-1.32582,0.723459)"
1.5,6,1.5,2,"(-1.5708,0)","(0.785398,0.752039)","(-1.24905,1.84444)"
1.5,6,1.5,1,"(-1.5708,0)","(0.785398,0.752039)","(-1.40565,1.80546)"
5.5,2,4,0.5,"(-1.884,0)","(0.942,1.91703)","(-1.32582,0.723459)"
1.5,6,1.5,0.5,"(-1.5708,0)","(0.785398,0.752039)","(-1.48766,1.79522)"
6,2,2,6,"(-2.49809,0)","(1.24905,1.84444)","(-0.321751,1.84444)"
0.5,4,2,3,"(-0.489957,0)","(0.244979,0.723459)","(-0.927295,1.60944)"
4,0,4,6,"(-1.5708,0)","(0.785398,1.73287)","(0,1.79176)"
1,6,4.5,2,"(-0.437338,0)","(0.218669,1.52818)","(-1.24905,1.84444)"
1.5,6,1,4.5,"(-1.96559,0)","(0.982794,0.589327)","(-0.927295,2.0149)"
4.5,2.5,2.5,1.5,"(-2.1274,0)","(1.0637,1.63857)","(-1.03038,1.07003)"
0.5,2,2.5,2.5,"(-0.394791,0)","(0.197396,0.935901)","(-0.674741,1.16364)"
1.5,6,1,2,"(-1.96559,0)","(0.982794,0.589327)","(-1.24905,1.84444)"
1,5.5,3,6,"(-0.643501,0)","(0.321751,1.15129)","(-0.741947,2.09672)"
5,4.5,1.5,0.5,"(-2.55868,0)","(1.27934,1.65253)","(-1.46014,1.51021)"
1.5,6,0.5,4,"(-2.49809,0)","(1.24905,0.458145)","(-0.982794,1.97562)"
1.5,6,0.5,0.5,"(-2.49809,0)","(1.24905,0.458145)","(-1.48766,1.79522)"
1.5,6,0,6,"(-3.14159,0)","(1.5708,0.405465)","(-0.785398,2.13833)"
3,2,1.5,5.5,"(-2.2143,0)","(1.10715,1.21018)","(-0.348771,1.76684)"
6,3.5,1,6,"(-2.8113,0)","(1.40565,1.80546)","(-0.528074,1.9382)"
0.5,1,4.5,3.5,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-0.2783,1.292)"
1.5,2,3.5,5,"(-0.809784,0)","(0.404892,1.33707)","(-0.380506,1.68365)"
1.5,6,0,5,"(-3.14159,0)","(1.5708,0.405465)","(-0.876058,2.05544)"
4,0.5,4,5,"(-1.5708,0)","(0.785398,1.73287)","(-0.0996687,1.61441)"
2.5,3,3,1.5,"(-1.38948,0)","(0.694738,1.36229)","(-1.10715,1.21018)"
1.5,6,0,4.5,"(-3.14159,0)","(1.5708,0.405465)","(-0.927295,2.0149)"
6,4,4,1.5,"(-1.96559,0)","(0.982794,1.97562)","(-1.21203,1.45208)"
2,4.5,3,6,"(-1.17601,0)","(0.588003,1.28247)","(-0.643501,2.0149)"
0.5,1,3,3.5,"(-0.330297,0)","(0.165149,1.11231)","(-0.2783,1.292)"
1.5,0,1.5,4,"(-1.5708,0)","(0.785398,0.752039)","(0,1.38629)"
0,5,4.5,5.5,"(0,0)","(0,1.50408)","(-0.737815,2.00593)"
1.5,6,0,2,"(-3.14159,0)","(1.5708,0.405465)","(-1.24905,1.84444)"
5.5,4,4,0,"(-1.884,0)","(0.942,1.91703)","(-1.5708,1.38629)"
1.5,5.5,2.5,0.5,"(-1.08084,0)","(0.54042,1.07003)","(-1.48014,1.70886)"
0.5,0,5,0.5,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-0,-0.693147)"
3.5,0.5,5,3.5,"(-1.22145,-1.11022e-16)","(0.610726,1.80883)","(-0.141897,1.26286)"
0.5,2.5,1.5,5.5,"(-0.643501,0)","(0.321751,0.458145)","(-0.426627,1.79866)"
1.5,5.5,6,6,"(-0.489957,0)","(0.244979,1.82207)","(-0.741947,2.09672)"
1.5,6,5,0,"(-0.582914,0)","(0.291457,1.65253)","(-1.5708,1.79176)"
6,2,1.5,0,"(-2.65164,0)","(1.32582,1.82207)","(-1.5708,0.693147)"
1.5,5.5,6,5,"(-0.489957,0)","(0.244979,1.82207)","(-0.832981,2.00593)"
1,5,4,4.5,"(-0.489957,0)","(0.244979,1.41661)","(-0.837981,1.9061)"
1.5,5.5,6,4.5,"(-0.489957,0)","(0.244979,1.82207)","(-0.885067,1.96099)"
1.5,5.5,6,4,"(-0.489957,0)","(0.244979,1.82207)","(-0.942,1.91703)"
1.5,6,2.5,6,"(-1.08084,0)","(0.54042,1.07003)","(-0.785398,2.13833)"
4.5,5.5,4.5,5,"(-1.5708,0)","(0.785398,1.85065)","(-0.832981,2.00593)"
1.5,5.5,6,2.5,"(-0.489957,0)","(0.244979,1.82207)","(-1.14417,1.79866)"
4,0,3,3.5,"(-1.85459,0)","(0.927295,1.60944)","(0,1.25276)"
4.5,3,6,6,"(-1.287,0)","(0.643501,2.0149)","(-0.463648,1.90333)"
1.5,5.5,6,0.5,"(-0.489957,0)","(0.244979,1.82207)","(-1.48014,1.70886)"
6,4,1.5,3.5,"(-2.65164,0)","(1.32582,1.82207)","(-0.851966,1.67055)"
2.5,3.5,4.5,4,"(-1.0142,0)","(0.507099,1.63857)","(-0.71883,1.67055)"
0.5,5,0,1.5,"(-3.14159,0)","(1.5708,-0.693147)","(-1.27934,1.65253)"
1.5,5.5,6,0,"(-0.489957,0)","(0.244979,1.82207)","(-1.5708,1.70475)"
4,3.5,4,2,"(-1.5708,0)","(0.785398,1.73287)","(-1.05165,1.39405)"
1.5,5.5,5.5,4.5,"(-0.532504,0)","(0.266252,1.74062)","(-0.885067,1.96099)"
4.5,5.5,4.5,4.5,"(-1.5708,0)","(0.785398,1.85065)","(-0.885067,1.96099)"
5,3,0,5,"(-3.14159,0)","(1.5708,1.60944)","(-0.54042,1.76318)"
2.5,1,2,6,"(-1.79211,-1.11022e-16)","(0.896055,1.16364)","(-0.165149,1.80546)"
1,0,3,2,"(-0.643501,0)","(0.321751,1.15129)","(0,0.693147)"
1.5,5.5,5.5,2.5,"(-0.532504,0)","(0.266252,1.74062)","(-1.14417,1.79866)"
5,0,2,5,"(-2.38058,0)","(1.19029,1.68365)","(0,1.60944)"
5,5.5,2.5,3.5,"(-2.2143,0)","(1.10715,1.72101)","(-1.00407,1.87475)"
1.5,5.5,5.5,1.5,"(-0.532504,0)","(0.266252,1.74062)","(-1.30454,1.74062)"
1.5,5.5,5.5,1,"(-0.532504,0)","(0.266252,1.74062)","(-1.39094,1.72101)"
2.5,4,5,4,"(-0.927295,0)","(0.463648,1.72101)","(-0.785398,1.73287)"
2,5.5,3,4.5,"(-1.17601,0)","(0.588003,1.28247)","(-0.885067,1.96099)"
2,4.5,2.5,0,"(-1.34948,-1.11022e-16)","(0.674741,1.16364)","(-1.5708,1.50408)"
4,6,5.5,4,"(-1.25759,0)","(0.628796,1.91703)","(-0.982794,1.97562)"
1.5,5.5,5,3.5,"(-0.582914,0)","(0.291457,1.65253)","(-1.00407,1.87475)"
3,2,2.5,5.5,"(-1.75212,0)","(0.876058,1.36229)","(-0.348771,1.76684)"
2.5,4.5,0,3,"(-3.14159,0)","(1.5708,0.916291)","(-0.982794,1.68794)"
1.5,5.5,5,2.5,"(-0.582914,0)","(0.291457,1.65253)","(-1.14417,1.79866)"
2,6,1.5,1.5,"(-1.85459,0)","(0.927295,0.916291)","(-1.32582,1.82207)"
3.5,6,2,5,"(-2.1033,0)","(1.05165,1.39405)","(-0.876058,2.05544)"
1.5,1,0.5,2.5,"(-2.49809,0)","(1.24905,0.458145)","(-0.380506,0.990501)"
1.5,5.5,5,2,"(-0.582914,0)","(0.291457,1.65253)","(-1.22203,1.76684)"
1.5,5.5,5,1,"(-0.582914,0)","(0.291457,1.65253)","(-1.39094,1.72101)"
1.5,5.5,4.5,5,"(-0.643501,0)","(0.321751,1.55676)","(-0.832981,2.00593)"
3,0.5,2,0,"(-1.96559,0)","(0.982794,1.28247)","(-1.5708,-0.693147)"
1.5,5.5,4.5,4.5,"(-0.643501,0)","(0.321751,1.55676)","(-0.885067,1.96099)"
0.5,2.5,4.5,5,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-0.463648,1.72101)"
2,5,4,3.5,"(-0.927295,0)","(0.463648,1.49787)","(-0.96007,1.80883)"
1.5,5.5,4.5,4,"(-0.643501,0)","(0.321751,1.55676)","(-0.942,1.91703)"
0,2,5.5,1,"(0,0)","(0,1.70475)","(-1.10715,0.804719)"
1.5,0.5,0,0,"(-3.14159,0)","(1.5708,0.405465)","(-1.5708,-0.693147)"
2,0.5,2.5,5.5,"(-1.34948,-1.11022e-16)","(0.674741,1.16364)","(-0.0906599,1.70886)"
4,2.5,2.5,1.5,"(-2.02439,0)","(1.0122,1.55117)","(-1.03038,1.07003)"
1,4,0,2.5,"(-3.14159,0)","(1.5708,0)","(-1.0122,1.55117)"
3,3,2.5,4.5,"(-1.75212,0)","(0.876058,1.36229)","(-0.588003,1.68794)"
1,1.5,5,4,"(-0.394791,0)","(0.197396,1.62905)","(-0.358771,1.45208)"
2.5,1.5,1.5,3.5,"(-2.06075,0)","(1.03038,1.07003)","(-0.404892,1.33707)"
1.5,5.5,4.5,1,"(-0.643501,0)","(0.321751,1.55676)","(-1.39094,1.72101)"
1.5,5.5,4.5,0.5,"(-0.643501,0)","(0.321751,1.55676)","(-1.48014,1.70886)"
5,5.5,5.5,4.5,"(-1.47563,0)","(0.737815,2.00593)","(-0.885067,1.96099)"
3.5,2.5,1.5,2.5,"(-2.33181,0)","(1.1659,1.33707)","(-0.785398,1.26286)"
2,4,2.5,5,"(-1.34948,-1.11022e-16)","(0.674741,1.16364)","(-0.674741,1.85679)"
1.5,5.5,4,3,"(-0.717541,0)","(0.358771,1.45208)","(-1.07145,1.83498)"
1,3,2,4.5,"(-0.927295,0)","(0.463648,0.804719)","(-0.588003,1.68794)"
0,6,0.5,2,"(0,0)","(0,-0.693147)","(-1.24905,1.84444)"
1,2,3,1,"(-0.643501,0)","(0.321751,1.15129)","(-1.10715,0.804719)"
2,5,5,6,"(-0.761013,0)","(0.380506,1.68365)","(-0.694738,2.05544)"
3,4.5,5,0,"(-1.08084,0)","(0.54042,1.76318)","(-1.5708,1.50408)"
5,4,6,3.5,"(-1.38948,0)","(0.694738,2.05544)","(-0.851966,1.67055)"
3,0.5,2.5,6,"(-1.75212,0)","(0.876058,1.36229)","(-0.0831412,1.79522)"
2,3,1,0.5,"(-2.2143,0)","(1.10715,0.804719)","(-1.40565,1.11231)"
5.5,0,0,2,"(-3.14159,0)","(1.5708,1.70475)","(0,0.693147)"
0.5,2.5,4,1,"(-0.24871,0)","(0.124355,1.39405)","(-1.19029,0.990501)"
0.5,0.5,5.5,2,"(-0.18132,0)","(0.0906599,1.70886)","(-0.244979,0.723459)"
1.5,5.5,4,0.5,"(-0.717541,0)","(0.358771,1.45208)","(-1.48014,1.70886)"
0,4.5,2,5,"(0,0)","(0,0.693147)","(-0.732815,1.9061)"
2.5,3.5,2,3,"(-1.79211,-1.11022e-16)","(0.896055,1.16364)","(-0.86217,1.52818)"
4.5,5,3,4.5,"(-1.96559,0)","(0.982794,1.68794)","(-0.837981,1.9061)"
0.5,5.5,1.5,5,"(-0.643501,0)","(0.321751,0.458145)","(-0.832981,2.00593)"
1,3,4,4,"(-0.489957,0)","(0.244979,1.41661)","(-0.643501,1.60944)"
1.5,5.5,3.5,5,"(-0.809784,0)","(0.404892,1.33707)","(-0.832981,2.00593)"
1.5,5.5,3.5,4,"(-0.809784,0)","(0.404892,1.33707)","(-0.942,1.91703)"
1.5,6,1.5,4.5,"(-1.5708,0)","(0.785398,0.752039)","(-0.927295,2.0149)"
5.5,2,2.5,2.5,"(-2.28834,0)","(1.14417,1.79866)","(-0.674741,1.16364)"
2,5.5,0.5,1.5,"(-2.65164,0)","(1.32582,0.723459)","(-1.30454,1.74062)"
