u11,u21,u12,u22,theta(2),alpha(2),beta(2)
2.5,1.5,2,0,"(-1.79211,-1.11022e-16)","(0.896055,1.16364)","(-1.5708,0.405465)"
1,0,3.5,3,"(-0.556599,0)","(0.2783,1.292)","(0,1.09861)"
0,1,4,2,"(0,0)","(0,1.38629)","(-0.463648,0.804719)"
6,3,5.5,2.5,"(-1.6577,0)","(0.828849,2.09672)","(-0.876058,1.36229)"
0.5,0,2,4,"(-0.489957,0)","(0.244979,0.723459)","(0,1.38629)"
3.5,2.5,6,3,"(-1.05615,-1.11022e-16)","(0.528074,1.9382)","(-0.694738,1.36229)"
0,0,5.5,0,"(0,0)","(0,1.70475)","(nan,-inf)"
3,3,2,6,"(-1.96559,0)","(0.982794,1.28247)","(-0.463648,1.90333)"
1,0,3,6,"(-0.643501,0)","(0.321751,1.15129)","(0,1.79176)"
4,1,1.5,6,"(-2.42405,0)","(1.21203,1.45208)","(-0.165149,1.80546)"
3,0.5,4.5,1.5,"(-1.17601,0)","(0.588003,1.68794)","(-0.321751,0.458145)"
3,0,1,3.5,"(-2.49809,0)","(1.24905,1.15129)","(0,1.25276)"
2,3,5,0.5,"(-0.761013,0)","(0.380506,1.68365)","(-1.40565,1.11231)"
4.5,4.5,2.5,1,"(-2.1274,0)","(1.0637,1.63857)","(-1.35213,1.52818)"
4,4,2,4,"(-2.2143,0)","(1.10715,1.49787)","(-0.785398,1.73287)"
1,5.5,5,4.5,"(-0.394791,0)","(0.197396,1.62905)","(-0.885067,1.96099)"
5,0,4.5,1,"(-1.67596,0)","(0.837981,1.9061)","(0,0)"
0.5,3,1,2,"(-0.927295,0)","(0.463648,0.111572)","(-0.982794,1.28247)"
0,4.5,5.5,5.5,"(0,0)","(0,1.70475)","(-0.68573,1.96099)"
0,2.5,6,5.5,"(0,0)","(0,1.79176)","(-0.426627,1.79866)"
2,0,1.5,0,"(-1.85459,0)","(0.927295,0.916291)","(nan,-inf)"
3.5,5,2,1.5,"(-2.1033,0)","(1.05165,1.39405)","(-1.27934,1.65253)"
1,1.5,5.5,5.5,"(-0.359707,0)","(0.179853,1.72101)","(-0.266252,1.74062)"
5.5,3,6,3.5,"(-1.48389,0)","(0.741947,2.09672)","(-0.708626,1.52818)"
5,6,4.5,5,"(-1.67596,0)","(0.837981,1.9061)","(-0.876058,2.05544)"
4,3.5,1.5,0,"(-2.42405,0)","(1.21203,1.45208)","(-1.5708,1.25276)"
1,0,2,6,"(-0.927295,0)","(0.463648,0.804719)","(0,1.79176)"
3.5,0.5,5.5,5.5,"(-1.13346,0)","(0.566729,1.87475)","(-0.0906599,1.70886)"
2,2,2.5,5.5,"(-1.34948,-1.11022e-16)","(0.674741,1.16364)","(-0.348771,1.76684)"
1,0.5,5,6,"(-0.394791,0)","(0.197396,1.62905)","(-0.0831412,1.79522)"
4,3.5,0.5,2.5,"(-2.89288,0)","(1.44644,1.39405)","(-0.950547,1.45889)"
3,3.5,4,0.5,"(-1.287,0)","(0.643501,1.60944)","(-1.4289,1.26286)"
0.5,4.5,2,0.5,"(-0.489957,0)","(0.244979,0.723459)","(-1.46014,1.51021)"
1,2.5,3.5,5,"(-0.556599,0)","(0.2783,1.292)","(-0.463648,1.72101)"
2.5,1.5,4.5,4,"(-1.0142,0)","(0.507099,1.63857)","(-0.358771,1.45208)"
1,0,2,3,"(-0.927295,0)","(0.463648,0.804719)","(0,1.09861)"
1,2.5,2,4.5,"(-0.927295,0)","(0.463648,0.804719)","(-0.507099,1.63857)"
2.5,2.5,1,4.5,"(-2.38058,0)","(1.19029,0.990501)","(-0.507099,1.63857)"
0,3,6,6,"(0,0)","(0,1.79176)","(-0.463648,1.90333)"
1,0,2,2,"(-0.927295,0)","(0.463648,0.804719)","(0,0.693147)"
0.5,0.5,2,0,"(-0.489957,0)","(0.244979,0.723459)","(-1.5708,-0.693147)"
5.5,0.5,2.5,2.5,"(-2.28834,0)","(1.14417,1.79866)","(-0.197396,0.935901)"
5.5,5,0,0,"(-3.14159,0)","(1.5708,1.70475)","(-1.5708,1.60944)"
5,5.5,5,3,"(-1.5708,0)","(0.785398,1.95601)","(-1.07145,1.83498)"
3,1,4.5,3.5,"(-1.17601,0)","(0.588003,1.68794)","(-0.2783,1.292)"
1,3.5,2,0,"(-0.927295,0)","(0.463648,0.804719)","(-1.5708,1.25276)"
4.5,4.5,6,4,"(-1.287,0)","(0.643501,2.0149)","(-0.844154,1.79522)"
3,0,4,1,"(-1.287,0)","(0.643501,1.60944)","(0,0)"
1,0.5,4.5,5.5,"(-0.437338,0)","(0.218669,1.52818)","(-0.0906599,1.70886)"
6,3.5,0,1.5,"(-3.14159,0)","(1.5708,1.79176)","(-1.1659,1.33707)"
1,0,2,1,"(-0.927295,0)","(0.463648,0.804719)","(0,0)"
0,3,5,4,"(0,0)","(0,1.60944)","(-0.643501,1.60944)"
3,4.5,2,6,"(-1.96559,0)","(0.982794,1.28247)","(-0.643501,2.0149)"
2,2,2.5,4,"(-1.34948,-1.11022e-16)","(0.674741,1.16364)","(-0.463648,1.49787)"
4,3,4,5,"(-1.5708,0)","(0.785398,1.73287)","(-0.54042,1.76318)"
0,3.5,3,3.5,"(0,0)","(0,1.09861)","(-0.785398,1.59934)"
1,0,2,0,"(-0.927295,0)","(0.463648,0.804719)","(nan,-inf)"
4,4,0,4.5,"(-3.14159,0)","(1.5708,1.38629)","(-0.726642,1.79522)"
1,3.5,5,0.5,"(-0.394791,0)","(0.197396,1.62905)","(-1.4289,1.26286)"
5.5,5,3.5,3.5,"(-2.00813,0)","(1.00407,1.87475)","(-0.96007,1.80883)"
0,4.5,3.5,2,"(0,0)","(0,1.25276)","(-1.15257,1.59421)"
0.5,2.5,2.5,4,"(-0.394791,0)","(0.197396,0.935901)","(-0.558599,1.55117)"
3,0.5,0.5,0,"(-2.8113,0)","(1.40565,1.11231)","(-1.5708,-0.693147)"
1,0,1.5,6,"(-1.17601,0)","(0.588003,0.589327)","(0,1.79176)"
1,0,1.5,5.5,"(-1.17601,0)","(0.588003,0.589327)","(0,1.70475)"
1,0,1.5,4.5,"(-1.17601,0)","(0.588003,0.589327)","(0,1.50408)"
2,1,5,4.5,"(-0.761013,0)","(0.380506,1.68365)","(-0.218669,1.52818)"
3.5,4.5,2,1,"(-2.1033,0)","(1.05165,1.39405)","(-1.35213,1.52818)"
3,3.5,2,5,"(-1.96559,0)","(0.982794,1.28247)","(-0.610726,1.80883)"
1.5,3.5,5.5,5,"(-0.532504,0)","(0.266252,1.74062)","(-0.610726,1.80883)"
2.5,0,6,1,"(-0.789582,0)","(0.394791,1.8718)","(0,0)"
2,5,1,1,"(-2.2143,0)","(1.10715,0.804719)","(-1.3734,1.62905)"
0,5,3.5,2.5,"(0,0)","(0,1.25276)","(-1.10715,1.72101)"
3.5,6,4.5,3.5,"(-1.32209,0)","(0.661043,1.74062)","(-1.04272,1.9382)"
1.5,5,5,3,"(-0.582914,0)","(0.291457,1.65253)","(-1.03038,1.76318)"
5,4.5,4.5,1.5,"(-1.67596,0)","(0.837981,1.9061)","(-1.24905,1.55676)"
0.5,2.5,3.5,4.5,"(-0.283794,0)","(0.141897,1.26286)","(-0.507099,1.63857)"
5.5,5,5,0.5,"(-1.66596,0)","(0.832981,2.00593)","(-1.47113,1.61441)"
1,0,1.5,0.5,"(-1.17601,0)","(0.588003,0.589327)","(-0,-0.693147)"
1,0,1,5.5,"(-1.5708,0)","(0.785398,0.346574)","(0,1.70475)"
2.5,0.5,1,6,"(-2.38058,0)","(1.19029,0.990501)","(-0.0831412,1.79522)"
1,4,4.5,6,"(-0.437338,0)","(0.218669,1.52818)","(-0.588003,1.97562)"
1,0,1,4,"(-1.5708,0)","(0.785398,0.346574)","(0,1.38629)"
1,0,1,2,"(-1.5708,0)","(0.785398,0.346574)","(0,0.693147)"
6,1.5,2.5,6,"(-2.35201,0)","(1.17601,1.8718)","(-0.244979,1.82207)"
5,5,2.5,6,"(-2.2143,0)","(1.10715,1.72101)","(-0.694738,2.05544)"
5,3,2.5,1.5,"(-2.2143,0)","(1.10715,1.72101)","(-1.10715,1.21018)"
1,0,1,1.5,"(-1.5708,0)","(0.785398,0.346574)","(0,0.405465)"
3.5,4.5,6,2,"(-1.05615,-1.11022e-16)","(0.528074,1.9382)","(-1.15257,1.59421)"
2.5,6,5.5,4,"(-0.853255,0)","(0.426627,1.79866)","(-0.982794,1.97562)"
1,0,0.5,6,"(-2.2143,0)","(1.10715,0.111572)","(0,1.79176)"
2.5,0,2.5,3.5,"(-1.5708,0)","(0.785398,1.26286)","(0,1.25276)"
1,3,6,4.5,"(-0.330297,0)","(0.165149,1.80546)","(-0.588003,1.68794)"
6,1.5,5.5,4.5,"(-1.6577,0)","(0.828849,2.09672)","(-0.321751,1.55676)"
5,1,4.5,0.5,"(-1.67596,0)","(0.837981,1.9061)","(-1.10715,0.111572)"
1,0,0.5,5.5,"(-2.2143,0)","(1.10715,0.111572)","(0,1.70475)"
2.5,0.5,5,1.5,"(-0.927295,0)","(0.463648,1.72101)","(-0.321751,0.458145)"
4,6,2,0,"(-2.2143,0)","(1.10715,1.49787)","(-1.5708,1.79176)"
0,3,2.5,0.5,"(0,0)","(0,0.916291)","(-1.40565,1.11231)"
1,0,0.5,5,"(-2.2143,0)","(1.10715,0.111572)","(0,1.60944)"
2.5,4.5,0,5.5,"(-3.14159,0)","(1.5708,0.916291)","(-0.68573,1.96099)"
1,0,0.5,3.5,"(-2.2143,0)","(1.10715,0.111572)","(0,1.25276)"
0,4.5,2.5,1.5,"(0,0)","(0,0.916291)","(-1.24905,1.55676)"
2.5,4.5,1.5,3,"(-2.06075,0)","(1.03038,1.07003)","(-0.982794,1.68794)"
2.5,3.5,4,3.5,"(-1.1172,0)","(0.558599,1.55117)","(-0.785398,1.59934)"
0,2,2.5,5,"(0,0)","(0,0.916291)","(-0.380506,1.68365)"
4,1.5,0,5.5,"(-3.14159,0)","(1.5708,1.38629)","(-0.266252,1.74062)"
1,4.5,4,2,"(-0.489957,0)","(0.244979,1.41661)","(-1.15257,1.59421)"
0,5,3,1,"(0,0)","(0,1.09861)","(-1.3734,1.62905)"
0.5,4.5,0,4.5,"(-3.14159,0)","(1.5708,-0.693147)","(-0.785398,1.85065)"
2,2,4.5,2.5,"(-0.836449,0)","(0.418224,1.59421)","(-0.674741,1.16364)"
1,0,0,6,"(-3.14159,0)","(1.5708,0)","(0,1.79176)"
2.5,0.5,6,2,"(-0.789582,0)","(0.394791,1.8718)","(-0.244979,0.723459)"
2,2,5,1.5,"(-0.761013,0)","(0.380506,1.68365)","(-0.927295,0.916291)"
3,2,3,4.5,"(-1.5708,0)","(0.785398,1.44519)","(-0.418224,1.59421)"
1.5,5,1,1.5,"(-1.96559,0)","(0.982794,0.589327)","(-1.27934,1.65253)"
0.5,1.5,1.5,6,"(-0.643501,0)","(0.321751,0.458145)","(-0.244979,1.82207)"
0,2.5,2,5.5,"(0,0)","(0,0.693147)","(-0.426627,1.79866)"
1.5,3.5,2,6,"(-1.287,0)","(0.643501,0.916291)","(-0.528074,1.9382)"
6,1.5,0,1,"(-3.14159,0)","(1.5708,1.79176)","(-0.982794,0.589327)"
1,5,5,5.5,"(-0.394791,0)","(0.197396,1.62905)","(-0.737815,2.00593)"
1,0,0,3.5,"(-3.14159,0)","(1.5708,0)","(0,1.25276)"
2,3,4,0.5,"(-0.927295,0)","(0.463648,1.49787)","(-1.40565,1.11231)"
1,0,0,3,"(-3.14159,0)","(1.5708,0)","(0,1.09861)"
3.5,5,4.5,1.5,"(-1.32209,0)","(0.661043,1.74062)","(-1.27934,1.65253)"
5.5,1,5.5,1.5,"(-1.5708,0)","(0.785398,2.05132)","(-0.588003,0.589327)"
1,1,0.5,0,"(-2.2143,0)","(1.10715,0.111572)","(-1.5708,0)"
0.5,2.5,2,3.5,"(-0.489957,0)","(0.244979,0.723459)","(-0.620249,1.45889)"
0.5,1.5,4,1.5,"(-0.24871,0)","(0.124355,1.39405)","(-0.785398,0.752039)"
0.5,3,1.5,1,"(-0.643501,0)","(0.321751,0.458145)","(-1.24905,1.15129)"
1,0,0,2.5,"(-3.14159,0)","(1.5708,0)","(0,0.916291)"
1.5,2,5.5,4,"(-0.532504,0)","(0.266252,1.74062)","(-0.463648,1.49787)"
0,5.5,0,0.5,"(nan,nan)","(nan,-inf)","(-1.48014,1.70886)"
1,0,0,2,"(-3.14159,0)","(1.5708,0)","(0,0.693147)"
1.5,1,5,4.5,"(-0.582914,0)","(0.291457,1.65253)","(-0.218669,1.52818)"
1,0,0,1.5,"(-3.14159,0)","(1.5708,0)","(0,0.405465)"
0.5,4.5,3,5,"(-0.330297,0)","(0.165149,1.11231)","(-0.732815,1.9061)"
1,0,0,0.5,"(-3.14159,0)","(1.5708,0)","(-0,-0.693147)"
2,4.5,6,5,"(-0.643501,0)","(0.321751,1.84444)","(-0.732815,1.9061)"
5.5,3,2,4,"(-2.44405,-1.11022e-16)","(1.22203,1.76684)","(-0.643501,1.60944)"
5.5,6,5.5,2.5,"(-1.5708,0)","(0.785398,2.05132)","(-1.17601,1.8718)"
0,3,5.5,5,"(0,0)","(0,1.70475)","(-0.54042,1.76318)"
1.5,5,5,5,"(-0.582914,0)","(0.291457,1.65253)","(-0.785398,1.95601)"
3,4.5,5,3,"(-1.08084,0)","(0.54042,1.76318)","(-0.982794,1.68794)"
0.5,6,6,3,"(-0.166282,0)","(0.0831412,1.79522)","(-1.10715,1.90333)"
0,3.5,4.5,4.5,"(0,0)","(0,1.50408)","(-0.661043,1.74062)"
0.5,5,1.5,0.5,"(-0.643501,0)","(0.321751,0.458145)","(-1.47113,1.61441)"
2,5,3,3,"(-1.17601,0)","(0.588003,1.28247)","(-1.03038,1.76318)"
4,1.5,0,1.5,"(-3.14159,0)","(1.5708,1.38629)","(-0.785398,0.752039)"
0.5,6,6,0.5,"(-0.166282,0)","(0.0831412,1.79522)","(-1.48766,1.79522)"
3.5,6,6,2,"(-1.05615,-1.11022e-16)","(0.528074,1.9382)","(-1.24905,1.84444)"
0.5,6,6,0,"(-0.166282,0)","(0.0831412,1.79522)","(-1.5708,1.79176)"
4.5,1.5,5.5,1.5,"(-1.37146,-1.11022e-16)","(0.68573,1.96099)","(-0.785398,0.752039)"
4.5,1.5,5,3,"(-1.46563,0)","(0.732815,1.9061)","(-0.463648,1.21018)"
4.5,2,0.5,0,"(-2.92028,-1.11022e-16)","(1.46014,1.51021)","(-1.5708,0.693147)"
0.5,6,5.5,4.5,"(-0.18132,0)","(0.0906599,1.70886)","(-0.927295,2.0149)"
4,3,5,0.5,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-1.40565,1.11231)"
5,4.5,3,3,"(-2.06075,0)","(1.03038,1.76318)","(-0.982794,1.68794)"
5.5,2,4.5,3,"(-1.77013,-1.11022e-16)","(0.885067,1.96099)","(-0.588003,1.28247)"
1,6,0.5,3,"(-2.2143,0)","(1.10715,0.111572)","(-1.10715,1.90333)"
5,5.5,2,4,"(-2.38058,0)","(1.19029,1.68365)","(-0.942,1.91703)"
6,4.5,0.5,0.5,"(-2.97531,0)","(1.48766,1.79522)","(-1.46014,1.51021)"
0,5.5,6,3.5,"(0,0)","(0,1.79176)","(-1.00407,1.87475)"
0,4.5,4.5,0.5,"(0,0)","(0,1.50408)","(-1.46014,1.51021)"
0,2.5,4,3.5,"(0,0)","(0,1.38629)","(-0.620249,1.45889)"
0,5,1,1.5,"(0,0)","(0,0)","(-1.27934,1.65253)"
0,5,1.5,5,"(0,0)","(0,0.405465)","(-0.785398,1.95601)"
0.5,6,5.5,3.5,"(-0.18132,0)","(0.0906599,1.70886)","(-1.04272,1.9382)"
5,4,3.5,1.5,"(-1.92014,-1.11022e-16)","(0.96007,1.80883)","(-1.21203,1.45208)"
0.5,5,1,2,"(-0.927295,0)","(0.463648,0.111572)","(-1.19029,1.68365)"
1,1.5,1.5,3.5,"(-1.17601,0)","(0.588003,0.589327)","(-0.404892,1.33707)"
2.5,1.5,0,3.5,"(-3.14159,0)","(1.5708,0.916291)","(-0.404892,1.33707)"
3,4,3.5,2,"(-1.41725,0)","(0.708626,1.52818)","(-1.10715,1.49787)"
0.5,6,5.5,3,"(-0.18132,0)","(0.0906599,1.70886)","(-1.10715,1.90333)"
6,2,6,3,"(-1.5708,0)","(0.785398,2.13833)","(-0.588003,1.28247)"
1,2,4.5,5,"(-0.437338,0)","(0.218669,1.52818)","(-0.380506,1.68365)"
0.5,6,5.5,1.5,"(-0.18132,0)","(0.0906599,1.70886)","(-1.32582,1.82207)"
0.5,6,5.5,1,"(-0.18132,0)","(0.0906599,1.70886)","(-1.40565,1.80546)"
1,2.5,0,1.5,"(-3.14159,0)","(1.5708,0)","(-1.03038,1.07003)"
5,1,3,0,"(-2.06075,0)","(1.03038,1.76318)","(-1.5708,0)"
2,2,5,2,"(-0.761013,0)","(0.380506,1.68365)","(-0.785398,1.03972)"
5,0.5,6,4.5,"(-1.38948,0)","(0.694738,2.05544)","(-0.110657,1.51021)"
3,1,3.5,1.5,"(-1.41725,0)","(0.708626,1.52818)","(-0.588003,0.589327)"
0.5,5.5,4.5,1.5,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-1.30454,1.74062)"
1,4,1,0,"(-1.5708,0)","(0.785398,0.346574)","(-1.5708,1.38629)"
1,5,0,5,"(-3.14159,0)","(1.5708,0)","(-0.785398,1.95601)"
4,5,5,0.5,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(-1.47113,1.61441)"
0.5,5.5,2.5,5.5,"(-0.394791,0)","(0.197396,0.935901)","(-0.785398,2.05132)"
4,2,3,2,"(-1.85459,0)","(0.927295,1.60944)","(-0.785398,1.03972)"
0.5,6,5,5.5,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-0.828849,2.09672)"
1,1.5,5.5,4.5,"(-0.359707,0)","(0.179853,1.72101)","(-0.321751,1.55676)"
6,2,4.5,6,"(-1.85459,0)","(0.927295,2.0149)","(-0.321751,1.84444)"
5.5,1.5,2.5,3.5,"(-2.28834,0)","(1.14417,1.79866)","(-0.404892,1.33707)"
0.5,6,5,5,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-0.876058,2.05544)"
0,5.5,1.5,1.5,"(0,0)","(0,0.405465)","(-1.30454,1.74062)"
5.5,1,0,3.5,"(-3.14159,0)","(1.5708,1.70475)","(-0.2783,1.292)"
4.5,2.5,6,1,"(-1.287,0)","(0.643501,2.0149)","(-1.19029,0.990501)"
0.5,6,5,1.5,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-1.32582,1.82207)"
2,1.5,4.5,5.5,"(-0.836449,0)","(0.418224,1.59421)","(-0.266252,1.74062)"
0.5,2.5,5,1.5,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-1.03038,1.07003)"
2.5,0,3,2,"(-1.38948,0)","(0.694738,1.36229)","(0,0.693147)"
1.5,2.5,2,2.5,"(-1.287,0)","(0.643501,0.916291)","(-0.785398,1.26286)"
0.5,4,5,5,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-0.674741,1.85679)"
3.5,4.5,5,2.5,"(-1.22145,-1.11022e-16)","(0.610726,1.80883)","(-1.0637,1.63857)"
1.5,2,3.5,3.5,"(-0.809784,0)","(0.404892,1.33707)","(-0.519146,1.39405)"
0.5,6,2.5,3.5,"(-0.394791,0)","(0.197396,0.935901)","(-1.04272,1.9382)"
2.5,6,0,1,"(-3.14159,0)","(1.5708,0.916291)","(-1.40565,1.80546)"
0,0,3.5,6,"(0,0)","(0,1.25276)","(0,1.79176)"
1,3,4,2,"(-0.489957,0)","(0.244979,1.41661)","(-0.982794,1.28247)"
5,3.5,1.5,1.5,"(-2.55868,0)","(1.27934,1.65253)","(-1.1659,1.33707)"
1,3.5,3.5,4,"(-0.556599,0)","(0.2783,1.292)","(-0.71883,1.67055)"
0.5,0.5,0,1,"(-3.14159,0)","(1.5708,-0.693147)","(-0.463648,0.111572)"
0.5,6,5,0,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-1.5708,1.79176)"
0.5,6,4.5,6,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-0.785398,2.13833)"
0,5.5,3.5,2,"(0,0)","(0,1.25276)","(-1.22203,1.76684)"
0.5,2,1,1,"(-0.927295,0)","(0.463648,0.111572)","(-1.10715,0.804719)"
4.5,4.5,3,4.5,"(-1.96559,0)","(0.982794,1.68794)","(-0.785398,1.85065)"
2.5,1,4,0,"(-1.1172,0)","(0.558599,1.55117)","(-1.5708,0)"
2,5,6,1.5,"(-0.643501,0)","(0.321751,1.84444)","(-1.27934,1.65253)"
1.5,5,6,4.5,"(-0.489957,0)","(0.244979,1.82207)","(-0.837981,1.9061)"
1,5.5,0,6,"(-3.14159,0)","(1.5708,0)","(-0.741947,2.09672)"
0,6,3.5,3,"(0,0)","(0,1.25276)","(-1.10715,1.90333)"
0.5,6,4.5,1,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-1.40565,1.80546)"
2.5,0,1.5,1,"(-2.06075,0)","(1.03038,1.07003)","(0,0)"
0,4.5,5,3.5,"(0,0)","(0,1.60944)","(-0.909753,1.74062)"
2,0.5,3,5.5,"(-1.17601,0)","(0.588003,1.28247)","(-0.0906599,1.70886)"
1,6,5,3.5,"(-0.394791,0)","(0.197396,1.62905)","(-1.04272,1.9382)"
0.5,6,4.5,0.5,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-1.48766,1.79522)"
2,4.5,3,3.5,"(-1.17601,0)","(0.588003,1.28247)","(-0.909753,1.74062)"
5.5,2,4.5,2.5,"(-1.77013,-1.11022e-16)","(0.885067,1.96099)","(-0.674741,1.16364)"
4,5.5,4,3.5,"(-1.5708,0)","(0.785398,1.73287)","(-1.00407,1.87475)"
3,6,0.5,3,"(-2.8113,0)","(1.40565,1.11231)","(-1.10715,1.90333)"
3,2.5,0.5,4.5,"(-2.8113,0)","(1.40565,1.11231)","(-0.507099,1.63857)"
1.5,1.5,2,6,"(-1.287,0)","(0.643501,0.916291)","(-0.244979,1.82207)"
3.5,4,0,3,"(-3.14159,0)","(1.5708,1.25276)","(-0.927295,1.60944)"
0.5,6,4,5,"(-0.24871,0)","(0.124355,1.39405)","(-0.876058,2.05544)"
2.5,1.5,6,1.5,"(-0.789582,0)","(0.394791,1.8718)","(-0.785398,0.752039)"
4.5,2.5,1,6,"(-2.70425,0)","(1.35213,1.52818)","(-0.394791,1.8718)"
2.5,3.5,2,4.5,"(-1.79211,-1.11022e-16)","(0.896055,1.16364)","(-0.661043,1.74062)"
0,2,1.5,6,"(0,0)","(0,0.405465)","(-0.321751,1.84444)"
0.5,6,4,3,"(-0.24871,0)","(0.124355,1.39405)","(-1.10715,1.90333)"
2,1.5,5,5.5,"(-0.761013,0)","(0.380506,1.68365)","(-0.266252,1.74062)"
2.5,3.5,3,4,"(-1.38948,0)","(0.694738,1.36229)","(-0.71883,1.67055)"
3.5,2,0,2.5,"(-3.14159,0)","(1.5708,1.25276)","(-0.674741,1.16364)"
1,3.5,1,1,"(-1.5708,0)","(0.785398,0.346574)","(-1.2925,1.292)"
2,2,2.5,6,"(-1.34948,-1.11022e-16)","(0.674741,1.16364)","(-0.321751,1.84444)"
0.5,6,3.5,6,"(-0.283794,0)","(0.141897,1.26286)","(-0.785398,2.13833)"
0.5,1.5,3,0,"(-0.330297,0)","(0.165149,1.11231)","(-1.5708,0.405465)"
0,4,5.5,4.5,"(0,0)","(0,1.70475)","(-0.726642,1.79522)"
6,5,2.5,3,"(-2.35201,0)","(1.17601,1.8718)","(-1.03038,1.76318)"
0.5,3,6,2,"(-0.166282,0)","(0.0831412,1.79522)","(-0.982794,1.28247)"
1,0.5,2.5,1,"(-0.761013,0)","(0.380506,0.990501)","(-0.463648,0.111572)"
2,6,1,1.5,"(-2.2143,0)","(1.10715,0.804719)","(-1.32582,1.82207)"
0,5,5,3,"(0,0)","(0,1.60944)","(-1.03038,1.76318)"
1,6,4.5,5.5,"(-0.437338,0)","(0.218669,1.52818)","(-0.828849,2.09672)"
5.5,0,0.5,2.5,"(-2.96027,0)","(1.48014,1.70886)","(0,0.916291)"
3,5,3.5,2.5,"(-1.41725,0)","(0.708626,1.52818)","(-1.10715,1.72101)"
1,1,0.5,3.5,"(-2.2143,0)","(1.10715,0.111572)","(-0.2783,1.292)"
2,5,5.5,3.5,"(-0.697542,-1.11022e-16)","(0.348771,1.76684)","(-0.96007,1.80883)"
3,2,2,2.5,"(-1.96559,0)","(0.982794,1.28247)","(-0.674741,1.16364)"
0.5,6,3.5,4.5,"(-0.283794,0)","(0.141897,1.26286)","(-0.927295,2.0149)"
3,3.5,3,2,"(-1.5708,0)","(0.785398,1.44519)","(-1.05165,1.39405)"
0.5,6,3.5,3.5,"(-0.283794,0)","(0.141897,1.26286)","(-1.04272,1.9382)"
6,0.5,2,2,"(-2.49809,0)","(1.24905,1.84444)","(-0.244979,0.723459)"
0.5,6,3.5,2,"(-0.283794,0)","(0.141897,1.26286)","(-1.24905,1.84444)"
5,6,3,1.5,"(-2.06075,0)","(1.03038,1.76318)","(-1.32582,1.82207)"
0.5,6,3.5,1.5,"(-0.283794,0)","(0.141897,1.26286)","(-1.32582,1.82207)"
3.5,3,4.5,2.5,"(-1.32209,0)","(0.661043,1.74062)","(-0.876058,1.36229)"
0,0,0,0,"(nan,nan)","(nan,-inf)","(nan,-inf)"
2.5,4.5,2.5,4,"(-1.5708,0)","(0.785398,1.26286)","(-0.844154,1.79522)"
3.5,0,3.5,4.5,"(-1.5708,0)","(0.785398,1.59934)","(0,1.50408)"
4.5,5,1.5,2,"(-2.49809,0)","(1.24905,1.55676)","(-1.19029,1.68365)"
1,2.5,6,5.5,"(-0.330297,0)","(0.165149,1.80546)","(-0.426627,1.79866)"
3.5,0,2,3.5,"(-2.1033,0)","(1.05165,1.39405)","(0,1.25276)"
0.5,6,3.5,0,"(-0.283794,0)","(0.141897,1.26286)","(-1.5708,1.79176)"
0.5,6,3,6,"(-0.330297,0)","(0.165149,1.11231)","(-0.785398,2.13833)"
4.5,5,2.5,3.5,"(-2.1274,0)","(1.0637,1.63857)","(-0.96007,1.80883)"
2.5,3.5,1.5,0,"(-2.06075,0)","(1.03038,1.07003)","(-1.5708,1.25276)"
3.5,0.5,6,4,"(-1.05615,-1.11022e-16)","(0.528074,1.9382)","(-0.124355,1.39405)"
1,0.5,0.5,4,"(-2.2143,0)","(1.10715,0.111572)","(-0.124355,1.39405)"
2,2,1,6,"(-2.2143,0)","(1.10715,0.804719)","(-0.321751,1.84444)"
1.5,1.5,6,5,"(-0.489957,0)","(0.244979,1.82207)","(-0.291457,1.65253)"
0,1.5,1.5,2.5,"(0,0)","(0,0.405465)","(-0.54042,1.07003)"
0,5,2,1.5,"(0,0)","(0,0.693147)","(-1.27934,1.65253)"
0.5,0.5,5,0,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-1.5708,-0.693147)"
0.5,3.5,4,6,"(-0.24871,0)","(0.124355,1.39405)","(-0.528074,1.9382)"
4.5,3.5,5.5,6,"(-1.37146,-1.11022e-16)","(0.68573,1.96099)","(-0.528074,1.9382)"
0.5,6,3,4,"(-0.330297,0)","(0.165149,1.11231)","(-0.982794,1.97562)"
0.5,6,3,3.5,"(-0.330297,0)","(0.165149,1.11231)","(-1.04272,1.9382)"
0.5,6,3,1.5,"(-0.330297,0)","(0.165149,1.11231)","(-1.32582,1.82207)"
0,4,3,1.5,"(0,0)","(0,1.09861)","(-1.21203,1.45208)"
3,4.5,3,4,"(-1.5708,0)","(0.785398,1.44519)","(-0.844154,1.79522)"
